Country_code,Country,Job Title,Age,Quantity,Percentage
HR,Croatia,Clinical Data Abstractor,37,1,0.01%
HR,Croatia,Clinical Data Management Associate Director,44,1,0.01%
HR,Croatia,Computer or Data Processing Systems Consultant,23,1,0.01%
HR,Croatia,Computer or Data Processing Systems Consultant,68,1,0.01%
HR,Croatia,Data Administrator,33,1,0.01%
HR,Croatia,Data Analysis Assistant,39,1,0.01%
HR,Croatia,Data Coordinator,58,1,0.01%
HR,Croatia,Data Entry Associate,65,1,0.01%
HR,Croatia,Data Management Associate,38,1,0.01%
HR,Croatia,Data Management Information Technology Specialist,50,1,0.01%
HR,Croatia,Data Modeling Specialist,44,1,0.01%
HR,Croatia,Data Officer,48,1,0.01%
HR,Croatia,Data Operations Director,51,1,0.01%
HR,Croatia,Data Processing Manager,30,1,0.01%
HR,Croatia,Data Processing Systems Project Planner,47,1,0.01%
HR,Croatia,Data Security Administrator,28,1,0.01%
HR,Croatia,Data Security Administrator,44,1,0.01%
HR,Croatia,Data Storage Specialist,33,1,0.01%
HR,Croatia,Data Storage Specialist,52,1,0.01%
HR,Croatia,Data Systems Manager,46,1,0.01%
HR,Croatia,Data Systems Manager,53,1,0.01%
HR,Croatia,Data Warehouse Developer,32,1,0.01%
HR,Croatia,Data Warehouse Specialist,45,1,0.01%
HR,Croatia,Database Coordinator,46,1,0.01%
HR,Croatia,Database Design Analyst,26,1,0.01%
HR,Croatia,Database Design Analyst,46,1,0.01%
HR,Croatia,Database Designer,47,1,0.01%
HR,Croatia,Database Engineer,44,1,0.01%
HR,Croatia,Database Modeler,46,1,0.01%
HR,Croatia,Database Modeler,48,1,0.01%
HR,Croatia,Database Security Administrator,30,1,0.01%
HR,Croatia,Database Security Administrator,34,1,0.01%
HR,Croatia,Database Security Administrator,45,1,0.01%
HR,Croatia,Database Security Expert,49,1,0.01%
HR,Croatia,Database Specialist,64,1,0.01%
HR,Croatia,Database Tester,62,1,0.01%
HR,Croatia,Electronic Data Interchange System Developer (EDI System Developer),45,1,0.01%
HR,Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",37,1,0.01%
HR,Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),29,1,0.01%
HR,Croatia,Geographic Information Systems Data Manager (GIS Data Manager),32,1,0.01%
HR,Croatia,Geographic Information Systems Data Manager (GIS Data Manager),48,1,0.01%
HR,Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),44,1,0.01%
HR,Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),48,1,0.01%
HR,Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),30,1,0.01%
HR,Croatia,Head of Information Systems and Data Processing,39,1,0.01%
HR,Croatia,Internet Database Specialist,40,1,0.01%
HR,Croatia,Internet Database Specialist,47,1,0.01%
HR,Croatia,No Job,19,1,0.01%
HR,Croatia,No Job,21,1,0.01%
HR,Croatia,No Job,22,1,0.01%
HR,Croatia,No Job,23,1,0.01%
HR,Croatia,No Job,25,3,0.04%
HR,Croatia,No Job,26,6,0.07%
HR,Croatia,No Job,27,2,0.02%
HR,Croatia,No Job,29,1,0.01%
HR,Croatia,No Job,30,2,0.02%
HR,Croatia,No Job,31,1,0.01%
HR,Croatia,No Job,33,2,0.02%
HR,Croatia,No Job,34,1,0.01%
HR,Croatia,No Job,35,1,0.01%
HR,Croatia,No Job,36,1,0.01%
HR,Croatia,No Job,39,2,0.02%
HR,Croatia,No Job,41,1,0.01%
HR,Croatia,No Job,44,1,0.01%
HR,Croatia,No Job,46,1,0.01%
HR,Croatia,No Job,47,3,0.04%
HR,Croatia,No Job,49,1,0.01%
HR,Croatia,No Job,52,1,0.01%
HR,Croatia,No Job,60,1,0.01%
HR,Croatia,No Job,64,1,0.01%
HR,Croatia,No Job,67,2,0.02%
HR,Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",34,1,0.01%
HU,Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),59,1,0.01%
HU,Hungary,Automatic Data Processing Planner,23,1,0.01%
HU,Hungary,Automatic Data Processing Planner (ADP Planner),28,1,0.01%
HU,Hungary,Automatic Data Processing Planner (ADP Planner),32,1,0.01%
HU,Hungary,Automatic Data Processing Planner (ADP Planner),47,1,0.01%
HU,Hungary,Automatic Data Processing Planner (ADP Planner),54,1,0.01%
HU,Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),32,1,0.01%
HU,Hungary,Customer Data Technician,52,1,0.01%
HU,Hungary,Data Acquisition Technician,58,1,0.01%
HU,Hungary,Data Administrator,39,1,0.01%
HU,Hungary,Data Administrator,43,2,0.02%
HU,Hungary,Data Administrator,65,1,0.01%
HU,Hungary,Data Analysis Assistant,44,1,0.01%
HU,Hungary,Data Architect,38,1,0.01%
HU,Hungary,Data Architect,51,1,0.01%
HU,Hungary,Data Base Design Analyst,36,1,0.01%
HU,Hungary,Data Base Design Analyst,58,1,0.01%
HU,Hungary,Data Capture Clerk,44,1,0.01%
HU,Hungary,Data Capture Specialist,45,1,0.01%
HU,Hungary,Data Collection Technician,57,1,0.01%
HU,Hungary,Data Communications Software Consultant,58,1,0.01%
HU,Hungary,Data Conversion Operator,25,1,0.01%
HU,Hungary,Data Coordinator,30,1,0.01%
HU,Hungary,Data Coordinator,52,1,0.01%
HU,Hungary,Data Coordinator,63,1,0.01%
HU,Hungary,Data Entry Machine Operator,53,1,0.01%
HU,Hungary,Data Entry Supervisor,28,1,0.01%
HU,Hungary,Data Entry Technician,44,1,0.01%
HU,Hungary,Data Keyer,41,1,0.01%
HU,Hungary,Data Management Associate,46,1,0.01%
HU,Hungary,Data Management Associate,48,1,0.01%
HU,Hungary,Data Management Associate,49,1,0.01%
HU,Hungary,Data Management Information Technology Specialist,33,1,0.01%
HU,Hungary,Data Management Information Technology Specialist,45,1,0.01%
HU,Hungary,Data Miner,25,1,0.01%
HU,Hungary,Data Miner,29,1,0.01%
HU,Hungary,Data Miner,31,1,0.01%
HU,Hungary,Data Miner,34,1,0.01%
HU,Hungary,Data Miner,41,1,0.01%
HU,Hungary,Data Modeling Specialist,37,1,0.01%
HU,Hungary,Data Modeling Specialist,39,1,0.01%
HU,Hungary,Data Operations Director,32,1,0.01%
HU,Hungary,Data Processing Auditor,29,1,0.01%
HU,Hungary,Data Processing Auditor,31,1,0.01%
HU,Hungary,Data Processing Auxiliary Equipment Operator,40,1,0.01%
HU,Hungary,Data Processing Manager,47,1,0.01%
HU,Hungary,Data Processing Services Sales Representative,42,1,0.01%
HU,Hungary,Data Processing Services Sales Representative,48,1,0.01%
HU,Hungary,Data Processing Services Sales Representative,56,1,0.01%
HU,Hungary,Data Processing Supervisor,49,1,0.01%
HU,Hungary,Data Processing Systems Analyst,47,1,0.01%
HU,Hungary,Data Processing Systems Analyst,54,1,0.01%
HU,Hungary,Data Processing Systems Project Planner,45,1,0.01%
HU,Hungary,Data Processor,40,1,0.01%
HU,Hungary,Data Specialist,33,1,0.01%
HU,Hungary,Data Specialist,59,1,0.01%
HU,Hungary,Data Storage Specialist,32,1,0.01%
HU,Hungary,Data Storage Specialist,48,1,0.01%
HU,Hungary,Data Storage Specialist,49,1,0.01%
HU,Hungary,Data Warehouse Analyst,29,1,0.01%
HU,Hungary,Data Warehouse Analyst,37,1,0.01%
HU,Hungary,Data Warehouse Architect,35,1,0.01%
HU,Hungary,Data Warehouse Developer,58,1,0.01%
HU,Hungary,Data Warehouse Specialist,25,1,0.01%
HU,Hungary,Data Warehouse Specialist,29,1,0.01%
HU,Hungary,Data Warehouse Specialist,36,1,0.01%
HU,Hungary,Data Warehouse Specialist,53,1,0.01%
HU,Hungary,Data Warehousing Engineer,40,1,0.01%
HU,Hungary,Data Warehousing Manager,53,1,0.01%
HU,Hungary,Data Warehousing Specialist,30,1,0.01%
HU,Hungary,Database Administration Associate,32,1,0.01%
HU,Hungary,Database Administration Associate,35,1,0.01%
HU,Hungary,Database Administration Associate,41,1,0.01%
HU,Hungary,Database Administration Manager,31,1,0.01%
HU,Hungary,Database Administration Manager,51,1,0.01%
HU,Hungary,Database Analyst,48,1,0.01%
HU,Hungary,Database Consultant,30,1,0.01%
HU,Hungary,Database Consultant,39,1,0.01%
HU,Hungary,Database Coordinator,43,1,0.01%
HU,Hungary,Database Coordinator,49,1,0.01%
HU,Hungary,Database Coordinator,58,1,0.01%
HU,Hungary,Database Design Analyst,35,1,0.01%
HU,Hungary,Database Designer,43,1,0.01%
HU,Hungary,Database Developer,36,1,0.01%
HU,Hungary,Database Engineer,31,1,0.01%
HU,Hungary,Database Engineer,48,1,0.01%
HU,Hungary,Database Management System Specialist (DBMS Specialist),34,1,0.01%
HU,Hungary,Database Management System Specialist (DBMS Specialist),44,1,0.01%
HU,Hungary,Database Manager,30,1,0.01%
HU,Hungary,Database Marketing Analyst,23,1,0.01%
HU,Hungary,Database Marketing Analyst,57,1,0.01%
HU,Hungary,Database Modeler,46,1,0.01%
HU,Hungary,Database Programmer,62,1,0.01%
HU,Hungary,Database Security Administrator,50,1,0.01%
HU,Hungary,Database Software Technician,23,1,0.01%
HU,Hungary,Database Software Technician,52,1,0.01%
HU,Hungary,Database Tester,48,1,0.01%
HU,Hungary,Databases Computer Consultant,38,1,0.01%
HU,Hungary,Databases Computer Consultant,44,1,0.01%
HU,Hungary,Databases Software Consultant,45,1,0.01%
HU,Hungary,Databases Software Consultant,65,1,0.01%
HU,Hungary,Datastage Developer,22,1,0.01%
HU,Hungary,Director of Data Operations,31,1,0.01%
HU,Hungary,Director of Data Operations,44,1,0.01%
HU,Hungary,Electronic Data Interchange System Developer (EDI System Developer),36,1,0.01%
HU,Hungary,Electronic Data Processing Auditor (EDP Auditor),34,1,0.01%
HU,Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",32,1,0.01%
HU,Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",34,1,0.01%
HU,Hungary,Field Traffic Data Technician,23,1,0.01%
HU,Hungary,Field Traffic Data Technician,49,1,0.01%
HU,Hungary,Flight Test Data Acquisition Technician,45,1,0.01%
HU,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),35,1,0.01%
HU,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),44,1,0.01%
HU,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),52,1,0.01%
HU,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),56,1,0.01%
HU,Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),26,1,0.01%
HU,Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),58,1,0.01%
HU,Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),44,1,0.01%
HU,Hungary,Head of Information Systems and Data Processing,29,1,0.01%
HU,Hungary,Head of Information Systems and Data Processing,30,1,0.01%
HU,Hungary,Head of Information Systems and Data Processing,51,1,0.01%
HU,Hungary,Health Data Analyst,32,1,0.01%
HU,Hungary,Internet Database Specialist,44,1,0.01%
HU,Hungary,Internet Database Specialist,62,1,0.01%
HU,Hungary,Marketing Database Analyst,27,1,0.01%
HU,Hungary,Naval Tactical Data System--Combat Information Center Officer,44,1,0.01%
HU,Hungary,No Job,18,2,0.02%
HU,Hungary,No Job,19,4,0.05%
HU,Hungary,No Job,20,2,0.02%
HU,Hungary,No Job,21,1,0.01%
HU,Hungary,No Job,23,1,0.01%
HU,Hungary,No Job,24,5,0.06%
HU,Hungary,No Job,25,1,0.01%
HU,Hungary,No Job,26,3,0.04%
HU,Hungary,No Job,27,2,0.02%
HU,Hungary,No Job,28,2,0.02%
HU,Hungary,No Job,30,4,0.05%
HU,Hungary,No Job,31,1,0.01%
HU,Hungary,No Job,32,1,0.01%
HU,Hungary,No Job,34,1,0.01%
HU,Hungary,No Job,37,1,0.01%
HU,Hungary,No Job,38,2,0.02%
HU,Hungary,No Job,44,5,0.06%
HU,Hungary,No Job,49,1,0.01%
HU,Hungary,No Job,50,1,0.01%
HU,Hungary,No Job,51,1,0.01%
HU,Hungary,No Job,52,2,0.02%
HU,Hungary,No Job,54,2,0.02%
HU,Hungary,No Job,55,1,0.01%
HU,Hungary,No Job,56,2,0.02%
HU,Hungary,No Job,57,1,0.01%
HU,Hungary,No Job,59,2,0.02%
HU,Hungary,No Job,62,6,0.07%
HU,Hungary,No Job,63,2,0.02%
HU,Hungary,No Job,64,2,0.02%
HU,Hungary,No Job,65,1,0.01%
HU,Hungary,No Job,66,5,0.06%
HU,Hungary,No Job,67,1,0.01%
HU,Hungary,No Job,68,3,0.04%
HU,Hungary,No Job,69,2,0.02%
HU,Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",54,1,0.01%
HU,Hungary,Oracle Database Administrator (Oracle DBA),51,1,0.01%
HU,Hungary,SQL Database Administrator,29,1,0.01%
HU,Hungary,SQL Database Administrator,30,1,0.01%
HU,Hungary,SQL Database Administrator,36,1,0.01%
HU,Hungary,SQL Database Administrator,40,1,0.01%
IE,Ireland,Automatic Data Processing Planner (ADP Planner),48,1,0.01%
IE,Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),42,1,0.01%
IE,Ireland,Data Acquisition Technician,41,1,0.01%
IE,Ireland,Data Architect,39,1,0.01%
IE,Ireland,Data Communications Analyst,30,1,0.01%
IE,Ireland,Data Communications Analyst,49,1,0.01%
IE,Ireland,Data Control Clerk Supervisor,45,1,0.01%
IE,Ireland,Data Input Clerk,29,1,0.01%
IE,Ireland,Data Management Associate,48,1,0.01%
IE,Ireland,Data Management Associate,50,1,0.01%
IE,Ireland,Data Miner,53,1,0.01%
IE,Ireland,Data Processing Auditor,46,1,0.01%
IE,Ireland,Data Processing Auditor,65,1,0.01%
IE,Ireland,Data Processing Consultant,49,1,0.01%
IE,Ireland,Data Processing Consultant,63,1,0.01%
IE,Ireland,Data Processing Manager,37,1,0.01%
IE,Ireland,Data Processing Mechanic,31,1,0.01%
IE,Ireland,Data Processing Systems Analyst,38,1,0.01%
IE,Ireland,Data Processing Systems Analyst,44,1,0.01%
IE,Ireland,Data Processing Systems Project Planner,46,1,0.01%
IE,Ireland,Data Scientist,42,1,0.01%
IE,Ireland,Data Security Administrator,48,1,0.01%
IE,Ireland,Data Specialist,49,1,0.01%
IE,Ireland,Data Systems Manager,44,1,0.01%
IE,Ireland,Data Systems Manager,48,1,0.01%
IE,Ireland,Data Warehouse Analyst,33,1,0.01%
IE,Ireland,Data Warehousing Manager,34,1,0.01%
IE,Ireland,Data Warehousing Specialist,46,1,0.01%
IE,Ireland,Database Administration Associate,66,1,0.01%
IE,Ireland,Database Architect,50,1,0.01%
IE,Ireland,Database Consultant,26,1,0.01%
IE,Ireland,Database Designer,33,1,0.01%
IE,Ireland,Database Modeler,18,1,0.01%
IE,Ireland,Database Modeler,48,1,0.01%
IE,Ireland,Database Security Administrator,20,1,0.01%
IE,Ireland,Database Tester,31,1,0.01%
IE,Ireland,Database Tester,39,1,0.01%
IE,Ireland,Electronic Data Processing Auditor (EDP Auditor),39,1,0.01%
IE,Ireland,Geographic Information Systems Data Manager (GIS Data Manager),30,1,0.01%
IE,Ireland,Geographic Information Systems Data Manager (GIS Data Manager),44,1,0.01%
IE,Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),49,1,0.01%
IE,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),34,1,0.01%
IE,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),39,1,0.01%
IE,Ireland,LiDAR Data Analyst,32,1,0.01%
IE,Ireland,No Job,20,3,0.04%
IE,Ireland,No Job,21,1,0.01%
IE,Ireland,No Job,22,4,0.05%
IE,Ireland,No Job,23,2,0.02%
IE,Ireland,No Job,24,2,0.02%
IE,Ireland,No Job,26,1,0.01%
IE,Ireland,No Job,29,1,0.01%
IE,Ireland,No Job,30,1,0.01%
IE,Ireland,No Job,33,1,0.01%
IE,Ireland,No Job,35,1,0.01%
IE,Ireland,No Job,36,3,0.04%
IE,Ireland,No Job,38,1,0.01%
IE,Ireland,No Job,43,1,0.01%
IE,Ireland,No Job,44,1,0.01%
IE,Ireland,No Job,46,1,0.01%
IE,Ireland,No Job,48,1,0.01%
IE,Ireland,No Job,49,1,0.01%
IE,Ireland,No Job,50,1,0.01%
IE,Ireland,No Job,52,1,0.01%
IE,Ireland,No Job,53,1,0.01%
IE,Ireland,No Job,54,3,0.04%
IE,Ireland,No Job,56,1,0.01%
IE,Ireland,No Job,60,2,0.02%
IE,Ireland,No Job,61,2,0.02%
IE,Ireland,No Job,63,3,0.04%
IE,Ireland,No Job,64,1,0.01%
IE,Ireland,No Job,67,1,0.01%
IE,Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",31,1,0.01%
IE,Ireland,Oracle Database Administrator (Oracle DBA),33,1,0.01%
IE,Ireland,Reference Data Expert,48,1,0.01%
IE,Ireland,SQL Database Administrator,36,1,0.01%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),27,1,0.01%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),39,1,0.01%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),43,2,0.02%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),46,1,0.01%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),48,1,0.01%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),49,2,0.02%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),51,1,0.01%
IT,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),52,1,0.01%
IT,Italy,Automatic Data Processing Planner,31,1,0.01%
IT,Italy,Automatic Data Processing Planner,41,1,0.01%
IT,Italy,Automatic Data Processing Planner,44,1,0.01%
IT,Italy,Automatic Data Processing Planner,46,1,0.01%
IT,Italy,Automatic Data Processing Planner,53,1,0.01%
IT,Italy,Automatic Data Processing Planner,67,2,0.02%
IT,Italy,Automatic Data Processing Planner (ADP Planner),25,1,0.01%
IT,Italy,Automatic Data Processing Planner (ADP Planner),39,1,0.01%
IT,Italy,Automatic Data Processing Planner (ADP Planner),46,1,0.01%
IT,Italy,Automatic Data Processing Planner (ADP Planner),47,1,0.01%
IT,Italy,Automatic Data Processing Planner (ADP Planner),48,2,0.02%
IT,Italy,Automatic Data Processing Planner (ADP Planner),49,1,0.01%
IT,Italy,Automatic Data Processing Planner (ADP Planner),51,1,0.01%
IT,Italy,Automatic Data Processing Planner (ADP Planner),55,1,0.01%
IT,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),39,1,0.01%
IT,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),44,1,0.01%
IT,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),46,1,0.01%
IT,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),47,2,0.02%
IT,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),49,2,0.02%
IT,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),54,1,0.01%
IT,Italy,Business Database Analyst,33,1,0.01%
IT,Italy,Clinical Data Abstractor,53,1,0.01%
IT,Italy,Clinical Data Analyst,43,1,0.01%
IT,Italy,Clinical Data Associate,39,1,0.01%
IT,Italy,Clinical Data Associate,41,1,0.01%
IT,Italy,Clinical Data Coordinator,49,1,0.01%
IT,Italy,Clinical Data Management Associate Director,56,1,0.01%
IT,Italy,Clinical Data Management Manager (CDM Manager),33,1,0.01%
IT,Italy,Clinical Data Management Manager (CDM Manager),34,1,0.01%
IT,Italy,Clinical Data Management Manager (CDM Manager),50,1,0.01%
IT,Italy,Clinical Data Specialist,22,1,0.01%
IT,Italy,Clinical Data Specialist,44,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,22,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,34,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,35,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,39,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,41,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,44,1,0.01%
IT,Italy,Computer or Data Processing Systems Consultant,55,1,0.01%
IT,Italy,Customer Data Technician,50,1,0.01%
IT,Italy,Data Acquisition Technician,37,1,0.01%
IT,Italy,Data Acquisition Technician,59,1,0.01%
IT,Italy,Data Administrator,24,1,0.01%
IT,Italy,Data Administrator,27,1,0.01%
IT,Italy,Data Administrator,29,1,0.01%
IT,Italy,Data Administrator,37,1,0.01%
IT,Italy,Data Administrator,39,3,0.04%
IT,Italy,Data Administrator,46,1,0.01%
IT,Italy,Data Administrator,48,1,0.01%
IT,Italy,Data Administrator,49,3,0.04%
IT,Italy,Data Administrator,53,1,0.01%
IT,Italy,Data Analysis Assistant,59,1,0.01%
IT,Italy,Data Analyst,21,1,0.01%
IT,Italy,Data Analyst,32,1,0.01%
IT,Italy,Data Architect,31,1,0.01%
IT,Italy,Data Architect,32,1,0.01%
IT,Italy,Data Architect,44,1,0.01%
IT,Italy,Data Architect,46,3,0.04%
IT,Italy,Data Architect,49,1,0.01%
IT,Italy,Data Architect,51,1,0.01%
IT,Italy,Data Architect,52,1,0.01%
IT,Italy,Data Architect,54,1,0.01%
IT,Italy,Data Architect,57,1,0.01%
IT,Italy,Data Base Design Analyst,24,1,0.01%
IT,Italy,Data Base Design Analyst,35,1,0.01%
IT,Italy,Data Base Design Analyst,46,2,0.02%
IT,Italy,Data Base Design Analyst,49,1,0.01%
IT,Italy,Data Base Design Analyst,51,1,0.01%
IT,Italy,Data Base Design Analyst,54,1,0.01%
IT,Italy,Data Base Design Analyst,55,1,0.01%
IT,Italy,Data Base Design Analyst,61,1,0.01%
IT,Italy,Data Capture Clerk,43,1,0.01%
IT,Italy,Data Capture Clerk,49,1,0.01%
IT,Italy,Data Capture Clerk,62,1,0.01%
IT,Italy,Data Center Operator,46,1,0.01%
IT,Italy,Data Coder Operator,27,1,0.01%
IT,Italy,Data Coder Operator,31,1,0.01%
IT,Italy,Data Coder Operator,38,1,0.01%
IT,Italy,Data Coder Operator,44,1,0.01%
IT,Italy,Data Coder Operator,46,1,0.01%
IT,Italy,Data Collection Technician,47,1,0.01%
IT,Italy,Data Collector,33,1,0.01%
IT,Italy,Data Collector,45,1,0.01%
IT,Italy,Data Communications Analyst,35,1,0.01%
IT,Italy,Data Communications Analyst,39,1,0.01%
IT,Italy,Data Communications Analyst,40,1,0.01%
IT,Italy,Data Communications Analyst,42,1,0.01%
IT,Italy,Data Communications Analyst,44,2,0.02%
IT,Italy,Data Communications Analyst,46,1,0.01%
IT,Italy,Data Communications Analyst,54,1,0.01%
IT,Italy,Data Communications Analyst,67,1,0.01%
IT,Italy,Data Communications Software Consultant,31,1,0.01%
IT,Italy,Data Communications Software Consultant,38,1,0.01%
IT,Italy,Data Communications Software Consultant,44,1,0.01%
IT,Italy,Data Communications Software Consultant,57,1,0.01%
IT,Italy,Data Communications Software Consultant,62,1,0.01%
IT,Italy,Data Communications Technician,59,1,0.01%
IT,Italy,Data Compiler,41,1,0.01%
IT,Italy,Data Compiler,51,1,0.01%
IT,Italy,Data Compiler,53,1,0.01%
IT,Italy,Data Control Assistant,26,1,0.01%
IT,Italy,Data Control Assistant,34,1,0.01%
IT,Italy,Data Control Clerk Supervisor,34,1,0.01%
IT,Italy,Data Control Clerk Supervisor,50,1,0.01%
IT,Italy,Data Conversion Operator,67,1,0.01%
IT,Italy,Data Coordinator,28,1,0.01%
IT,Italy,Data Coordinator,31,2,0.02%
IT,Italy,Data Coordinator,38,1,0.01%
IT,Italy,Data Coordinator,39,1,0.01%
IT,Italy,Data Coordinator,44,1,0.01%
IT,Italy,Data Coordinator,46,1,0.01%
IT,Italy,Data Coordinator,49,1,0.01%
IT,Italy,Data Coordinator,52,1,0.01%
IT,Italy,Data Coordinator,61,1,0.01%
IT,Italy,Data Entry Associate,52,1,0.01%
IT,Italy,Data Entry Clerk,29,1,0.01%
IT,Italy,Data Entry Clerk,41,1,0.01%
IT,Italy,Data Entry Clerk,57,1,0.01%
IT,Italy,Data Entry Machine Operator,67,1,0.01%
IT,Italy,Data Entry Operator,47,1,0.01%
IT,Italy,Data Entry Representative,38,1,0.01%
IT,Italy,Data Entry Representative,45,1,0.01%
IT,Italy,Data Entry Representative,46,1,0.01%
IT,Italy,Data Entry Specialist,55,1,0.01%
IT,Italy,Data Entry Supervisor,50,1,0.01%
IT,Italy,Data Entry Supervisor,52,1,0.01%
IT,Italy,Data Entry Supervisor,63,1,0.01%
IT,Italy,Data Examination Clerk,33,1,0.01%
IT,Italy,Data Input Clerk,44,1,0.01%
IT,Italy,Data Input Clerk,46,1,0.01%
IT,Italy,Data Input Clerk,47,1,0.01%
IT,Italy,Data Input Clerk,51,1,0.01%
IT,Italy,Data Management Associate,31,1,0.01%
IT,Italy,Data Management Associate,44,1,0.01%
IT,Italy,Data Management Associate,46,3,0.04%
IT,Italy,Data Management Associate,54,1,0.01%
IT,Italy,Data Management Information Technology Specialist,32,1,0.01%
IT,Italy,Data Management Information Technology Specialist,44,1,0.01%
IT,Italy,Data Management Information Technology Specialist,45,1,0.01%
IT,Italy,Data Management Information Technology Specialist,46,1,0.01%
IT,Italy,Data Management Information Technology Specialist,47,1,0.01%
IT,Italy,Data Management Information Technology Specialist,49,1,0.01%
IT,Italy,Data Management Information Technology Specialist,50,1,0.01%
IT,Italy,Data Management Information Technology Specialist,52,1,0.01%
IT,Italy,Data Management Information Technology Specialist,58,1,0.01%
IT,Italy,Data Manager,40,1,0.01%
IT,Italy,Data Manager,44,1,0.01%
IT,Italy,Data Manager,46,1,0.01%
IT,Italy,Data Manager,49,1,0.01%
IT,Italy,Data Miner,25,1,0.01%
IT,Italy,Data Miner,29,1,0.01%
IT,Italy,Data Miner,32,1,0.01%
IT,Italy,Data Miner,34,1,0.01%
IT,Italy,Data Miner,35,1,0.01%
IT,Italy,Data Miner,36,1,0.01%
IT,Italy,Data Miner,39,1,0.01%
IT,Italy,Data Miner,43,1,0.01%
IT,Italy,Data Miner,44,2,0.02%
IT,Italy,Data Miner,45,1,0.01%
IT,Italy,Data Miner,47,1,0.01%
IT,Italy,Data Miner,58,2,0.02%
IT,Italy,Data Modeler,31,1,0.01%
IT,Italy,Data Modeling Specialist,21,1,0.01%
IT,Italy,Data Modeling Specialist,29,1,0.01%
IT,Italy,Data Modeling Specialist,43,2,0.02%
IT,Italy,Data Modeling Specialist,44,1,0.01%
IT,Italy,Data Modeling Specialist,45,2,0.02%
IT,Italy,Data Modeling Specialist,47,2,0.02%
IT,Italy,Data Modeling Specialist,51,1,0.01%
IT,Italy,Data Modeling Specialist,53,1,0.01%
IT,Italy,Data Modeling Specialist,54,1,0.01%
IT,Italy,Data Modeling Specialist,62,1,0.01%
IT,Italy,Data Officer,22,1,0.01%
IT,Italy,Data Officer,29,1,0.01%
IT,Italy,Data Officer,31,1,0.01%
IT,Italy,Data Officer,32,1,0.01%
IT,Italy,Data Officer,34,1,0.01%
IT,Italy,Data Officer,39,2,0.02%
IT,Italy,Data Officer,41,1,0.01%
IT,Italy,Data Officer,44,1,0.01%
IT,Italy,Data Officer,45,1,0.01%
IT,Italy,Data Officer,48,1,0.01%
IT,Italy,Data Officer,49,1,0.01%
IT,Italy,Data Officer,52,1,0.01%
IT,Italy,Data Officer,54,1,0.01%
IT,Italy,Data Officer,57,1,0.01%
IT,Italy,Data Operations Director,34,1,0.01%
IT,Italy,Data Operations Director,38,1,0.01%
IT,Italy,Data Operations Director,44,1,0.01%
IT,Italy,Data Operations Director,46,1,0.01%
IT,Italy,Data Processing Auditor,24,1,0.01%
IT,Italy,Data Processing Auditor,26,1,0.01%
IT,Italy,Data Processing Auditor,31,1,0.01%
IT,Italy,Data Processing Auditor,46,1,0.01%
